,Product_Name,Pricing,Old_Pricing,Rating,Discount,image
0,Lenovo Legion Pro 5 16IRX9 Gaming,"₦ 4,000,000","₦ 4,000,000",4.4 out of 5(9),12%,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
